iter	RMSE
160	2.66790698
161	2.666367193
162	2.664886382
163	2.663154446
164	2.661597238
165	2.659763968
166	2.657780538
167	2.655537052
168	2.653974344
169	2.652884426
170	2.650903614
171	2.649481302
172	2.64827129
173	2.646707999
174	2.645549769
175	2.643663674
176	2.642407235
177	2.641023875
178	2.639432594
179	2.637700227
180	2.636048183
181	2.634751628
182	2.633991797
183	2.632917543
184	2.63187674
185	2.629941873
186	2.628960664
187	2.627693338
188	2.62577988
189	2.623828061
190	2.622043463
191	2.620664784
192	2.618939201
193	2.617229155
194	2.615593159
195	2.614464259
196	2.612964151
197	2.611397366
198	2.609604592
199	2.607835574
200	2.605967408
201	2.604889655
202	2.603306035
203	2.602312929
204	2.600923796
205	2.599138117
206	2.59808283
207	2.596520695
208	2.595291852
209	2.594206278
210	2.592632207
211	2.591209016
212	2.589575845
213	2.58902258
214	2.588208385
215	2.586810927
216	2.585414369
217	2.584374073
218	2.583150787
219	2.582245983
220	2.580898807
221	2.580199871
222	2.578965243
223	2.578045401
224	2.576931382
225	2.575414334
226	2.574487877
227	2.573407794
228	2.571582258
229	2.5704
230	2.568557959
231	2.567387099
232	2.566422653
233	2.565367424
234	2.563780362
235	2.562801849
236	2.562092092
237	2.561133709
238	2.559619225
239	2.558574388
240	2.557756655
241	2.556283322
242	2.555201376
243	2.554423173
244	2.553851533
245	2.55286288
246	2.551763031
247	2.550984092
248	2.549957063
249	2.549492332
250	2.548321459
251	2.547565785
252	2.546382727
253	2.545357969
254	2.543984493
255	2.543228861
256	2.542360145
257	2.540951016
258	2.539806214
259	2.538364738
260	2.537606105
261	2.536346322
262	2.53579046
263	2.534809192
264	2.533857281
265	2.532528416
266	2.531659818
267	2.530841931
268	2.529889874
269	2.529456912
270	2.528576138
271	2.527583972
272	2.526600941
273	2.525296989
274	2.524784856
275	2.523726445
276	2.52249715
277	2.52161209
278	2.520809917
279	2.519742448
280	2.518654251
281	2.517762799
282	2.516485326
283	2.515713434
284	2.515147028
285	2.514252804
286	2.513667085
287	2.512840778
288	2.511966843
289	2.510949793
290	2.510039029
291	2.509582339
292	2.508915749
293	2.507535283
294	2.506607042
295	2.505839619
296	2.5050789
297	2.504025839
298	2.503051855
299	2.501940616
300	2.501273104
301	2.500155029
302	2.499288497
303	2.498342059
304	2.4977639
305	2.496794991
306	2.495961057
307	2.495169446
308	2.494787363
309	2.493174391
310	2.492573402
311	2.491717352
312	2.4906005
313	2.489094876
314	2.488137804
315	2.48713036
316	2.48580872
317	2.484749685
318	2.484379394
319	2.483211179
320	2.482694188
321	2.481476993
322	2.480960923
323	2.480536224
324	2.47942236
325	2.478319541
326	2.47759599
327	2.476789331
328	2.476209606
329	2.475402324
330	2.474313096
331	2.472889412
332	2.472051632
333	2.471477077
334	2.470227368
335	2.46907525
336	2.468403955
337	2.467076247
338	2.466397081
339	2.465068
340	2.464394222
341	2.462668302
342	2.461858761
343	2.460867118
344	2.459822989
345	2.459303283
346	2.458820531
347	2.457804667
348	2.456826215
349	2.455775558
350	2.454658228
351	2.453787052
352	2.452911151
353	2.45154292
354	2.450932983
355	2.45020751
356	2.449365005
357	2.448320427
358	2.447099367
359	2.446380516
360	2.445614759
361	2.444881734
362	2.444083775
363	2.443149557
364	2.442752668
365	2.44197402
366	2.441344984
367	2.44062739
368	2.439472981
369	2.438310907
370	2.437894731
371	2.436512083
372	2.435939893
373	2.435435638
374	2.434889374
375	2.433901746
376	2.43357729
377	2.432282949
378	2.431330774
379	2.430288122
380	2.429604636
381	2.429116274
382	2.428194886
383	2.427842978
384	2.426869776
385	2.426050862
386	2.42558563
387	2.425077924
388	2.424049046
389	2.423039522
390	2.421906753
391	2.421036694
392	2.420225269
393	2.419610799
394	2.418549983
395	2.417593403
396	2.416914392
397	2.416458375
398	2.415444345
399	2.414674569
400	2.413274148
401	2.412713476
402	2.411221123
403	2.41073212
404	2.409788443
405	2.409020853
406	2.407929238
407	2.406978567
408	2.406330845
409	2.405931587
410	2.405300155
411	2.404315698
412	2.403602444
413	2.402791627
414	2.402214682
415	2.401813681
416	2.40088305
417	2.399943402
418	2.399219529
419	2.398284064
420	2.397479552
421	2.39635379
422	2.395074237
423	2.394416309
424	2.393988269
425	2.393640456
426	2.392646968
427	2.391832619
428	2.391210407
429	2.390503169
430	2.389681579
431	2.389144576
432	2.38853119
433	2.387431462
434	2.386652622
435	2.385567021
436	2.384754832
437	2.38418253
438	2.383814309
439	2.383081359
440	2.382690534
441	2.382016466
442	2.380954866
443	2.38036982
444	2.379387537
445	2.378423912
446	2.377539063
447	2.376934104
448	2.376097877
449	2.375667593
450	2.374652265
451	2.37363866
452	2.373072955
453	2.372272505
454	2.371443071
455	2.371125955
456	2.370078422
457	2.369700385
458	2.369206947
459	2.368700459
460	2.368106191
461	2.367368903
462	2.366765884
463	2.36624552
464	2.365817085
465	2.365314568
466	2.364351908
467	2.363631705
468	2.362900657
469	2.36239701
470	2.36175842
471	2.361016921
472	2.360065554
473	2.358826908
474	2.358221214
475	2.357413095
476	2.35682081
477	2.356015228
478	2.355335188
479	2.355089268
480	2.354328038
481	2.353530992
482	2.352559897
483	2.352025281
484	2.351568324
485	2.350907168
486	2.350272776
487	2.349570091
488	2.34885154
489	2.348053887
490	2.347312923
491	2.346520568
492	2.345530128
493	2.345089193
494	2.344354669
495	2.343464828
496	2.342694691
497	2.342009225
498	2.34136669
499	2.340913471
500	2.340234763
501	2.339596015
502	2.338734101
503	2.338180388
504	2.337562789
505	2.33632082
506	2.335689096
507	2.335212752
508	2.333826332
509	2.333618763
510	2.332802269
511	2.332169906
512	2.331289492
513	2.330590407
514	2.330274612
515	2.329334636
516	2.328679724
517	2.328204062
518	2.327447845
519	2.326625748
520	2.326249685
521	2.325671581
522	2.325151189
523	2.324691046
524	2.324104821
525	2.323261355
526	2.322400286
527	2.321403685
528	2.320639998
529	2.320082942
530	2.319512024
531	2.318654108
532	2.317966082
533	2.317314113
534	2.316633481
535	2.315633412
536	2.315054814
537	2.313860763
538	2.31368756
539	2.31313328
540	2.312557925
541	2.311489102
542	2.311291474
543	2.310786619
544	2.310040634
545	2.309239606
546	2.308784027
547	2.308415488
548	2.30773225
549	2.306703715
550	2.30610312
551	2.30535401
552	2.304657586
553	2.304240179
554	2.303554911
555	2.30255262
556	2.301479148
557	2.300556207
558	2.29992257
559	2.299535155
560	2.298735367
561	2.298410289
562	2.297442522
563	2.296890172
564	2.296335065
565	2.295543928
566	2.295343207
567	2.294893763
568	2.294417258
569	2.293769306
570	2.292766358
571	2.292192458
572	2.291319473
573	2.290516559
574	2.28974365
575	2.289147997
576	2.288564322
577	2.288030772
578	2.287535557
579	2.287017354
580	2.285910102
581	2.285420309
582	2.284817749
583	2.284130218
584	2.283305065
585	2.282886429
586	2.282050806
587	2.281371778
588	2.280735695
589	2.280456506
590	2.279292645
591	2.278455389
592	2.277706512
593	2.276960501
594	2.276386899
595	2.275843536
596	2.275154114
597	2.274653623
598	2.273741386
599	2.272828137
600	2.272431948
601	2.271570925
602	2.27099355
603	2.270696446
604	2.270144531
605	2.269533594
606	2.268273618
607	2.267797832
608	2.267201484
609	2.266702629
610	2.266135387
611	2.265387219
612	2.264822765
613	2.264127519
614	2.26329622
615	2.262625076
616	2.262066213
617	2.261562298
618	2.260589508
619	2.260056028
620	2.259635641
621	2.259000401
622	2.2582084
623	2.257559241
624	2.256824568
625	2.255945329
626	2.255353887
627	2.254858439
628	2.254146712
629	2.253501647
630	2.253183876
631	2.252345051
632	2.252032425
633	2.25121385
634	2.250669918
635	2.249935678
636	2.249255485
637	2.248701013
638	2.248102637
639	2.247222381
640	2.246695464
641	2.245867295
642	2.245646708
643	2.244859264
644	2.244597362
645	2.243803568
646	2.243234867
647	2.242515017
648	2.24211121
649	2.241451901
650	2.24101299
651	2.240326984
652	2.239557221
653	2.238991015
654	2.238384698
655	2.237876981
656	2.2376983
657	2.237101983
658	2.236340993
659	2.235897532
660	2.235408311
661	2.23502007
662	2.233947891
663	2.233704435
664	2.233449982
665	2.232831901
666	2.232159681
667	2.231715071
668	2.231370485
669	2.231166711
670	2.230718269
671	2.230329446
672	2.230089664
673	2.229524679
674	2.228898169
675	2.228640862
676	2.227909545
677	2.227185354
678	2.226508022
679	2.225993653
680	2.225574306
681	2.225339612
682	2.225034363
683	2.224841557
684	2.224308072
685	2.223797104
686	2.222965016
687	2.222620346
688	2.222176692
689	2.221568799
690	2.220996588
691	2.220448413
692	2.219485153
693	2.218934887
694	2.218294387
695	2.217921034
696	2.217436332
697	2.217029775
698	2.216451118
699	2.215998001
700	2.215663661
701	2.215191567
702	2.214992485
703	2.214113097
704	2.213723788
705	2.213401221
706	2.212905541
707	2.212479612
708	2.212219931
709	2.211877857
710	2.211392573
711	2.210783038
712	2.210424234
713	2.209469933
714	2.20911107
715	2.208483693
716	2.207904505
717	2.207127102
718	2.206834376
719	2.206097147
720	2.205500067
721	2.205067503
722	2.204177287
723	2.203916037
724	2.203558876
725	2.203163742
726	2.20262121
727	2.202297969
728	2.201776977
729	2.201137281
730	2.200716182
731	2.200145784
732	2.199719058
733	2.199074258
734	2.198360519
735	2.197797178
736	2.197461357
737	2.196671327
738	2.196064467
739	2.195209509
740	2.194795549
741	2.194357184
742	2.193654465
743	2.193055876
744	2.192735892
745	2.191958888
746	2.191177649
747	2.190855604
748	2.190491423
749	2.189971238
750	2.189160611
751	2.188491925
752	2.188168963
753	2.187762853
754	2.187006557
755	2.186822001
756	2.186260931
757	2.185565584
758	2.185210835
759	2.184561243
760	2.184070708
761	2.183628367
762	2.183311665
763	2.182705379
764	2.182039555
765	2.181413117
766	2.181135773
767	2.180758082
768	2.180635621
769	2.180449882
770	2.179930078
771	2.179682268
772	2.179102854
773	2.178655556
774	2.17864115
775	2.178250704
776	2.177996939
777	2.177597937
778	2.177263054
779	2.176671831
780	2.176384625
781	2.17567408
782	2.175051792
783	2.174587717
784	2.174310704
785	2.173881972
786	2.173548453
787	2.173347558
788	2.172957736
789	2.1725374
790	2.171808135
791	2.171243679
792	2.170950827
793	2.170563981
794	2.170113608
795	2.169653188
796	2.168795614
797	2.168408901
798	2.167904913
799	2.167339699
800	2.166868434
801	2.166506434
802	2.166092767
803	2.165605062
804	2.165337068
805	2.16488993
806	2.164261943
807	2.16364471
808	2.163102836
809	2.162575209
810	2.162195385
811	2.161657208
812	2.161127978
813	2.160913114
814	2.160426962
815	2.159900325
816	2.159394821
817	2.158870161
818	2.158083214
819	2.157619266
820	2.157179
821	2.156631671
822	2.156152276
823	2.155257275
824	2.154724735
825	2.154343372
826	2.154329244
827	2.153650387
828	2.153639811
829	2.153239213
830	2.152881587
831	2.152513973
832	2.152126723
833	2.151647259
834	2.150975888
835	2.150489333
836	2.150174918
837	2.149894584
838	2.149458657
839	2.149039772
840	2.148576041
841	2.148109459
842	2.147232791
843	2.147022323
844	2.146514266
845	2.146095962
846	2.14551602
847	2.145001654
848	2.14466003
849	2.14398139
850	2.143341774
851	2.142865102
852	2.142163807
853	2.142151437
854	2.141492249
855	2.141098713
856	2.14108754
857	2.140210795
858	2.139702364
859	2.13968519
860	2.139648329
861	2.139071441
862	2.138395714
863	2.137451128
864	2.137281479
865	2.136502721
866	2.136293611
867	2.136271096
868	2.135809242
869	2.135400497
870	2.135197611
871	2.134530855
872	2.13397708
873	2.133616615
874	2.133221955
875	2.132570301
876	2.132069751
877	2.131608411
878	2.131208557
879	2.130572163
880	2.130036405
881	2.129892771
882	2.129129125
883	2.128597327
884	2.128034768
885	2.127484181
886	2.12687308
887	2.12615846
888	2.125930367
889	2.125504066
890	2.125295642
891	2.124461726
892	2.124141681
893	2.12376864
894	2.123246366
895	2.122814636
896	2.122300743
897	2.121859523
898	2.121435493
899	2.120844624
900	2.120464001
901	2.119764759
902	2.119383176
903	2.118955447
904	2.118706522
905	2.118353153
906	2.117966008
907	2.117222419
908	2.116829938
909	2.116075739
910	2.115416177
911	2.114908119
912	2.114600655
913	2.114388858
914	2.113920769
915	2.113598441
916	2.113112624
917	2.112546165
918	2.11173296
919	2.1110684
920	2.110737236
921	2.109811646
922	2.109558064
923	2.108692066
924	2.108261723
925	2.107742877
926	2.107106833
927	2.106697565
928	2.106123466
929	2.105623994
930	2.104954916
931	2.104657377
932	2.104342012
933	2.104085032
934	2.103383794
935	2.102764688
936	2.102357366
937	2.101748562
938	2.101282779
939	2.100863458
940	2.100400104
941	2.1000238
942	2.099733581
943	2.09926184
944	2.09892998
945	2.098515333
946	2.098129425
947	2.097813266
948	2.097392432
949	2.096833857
950	2.096352509
951	2.095901024
952	2.095191224
953	2.094731308
954	2.093982213
955	2.093614336
956	2.093173266
957	2.09279397
958	2.092413783
959	2.091986565
960	2.091507209
961	2.09113411
962	2.090690441
963	2.090308194
964	2.089730528
965	2.089347629
966	2.089142693
967	2.08861567
968	2.088183562
969	2.08775947
970	2.087228822
971	2.086488287
972	2.085928998
973	2.085577643
974	2.085242529
975	2.085150944
976	2.084889375
977	2.084554179
978	2.083997597
979	2.083636472
980	2.083237239
981	2.082678239
982	2.082362961
983	2.081882011
984	2.081668383
985	2.081409151
986	2.080909068
987	2.080588566
988	2.080575045
989	2.0802358
990	2.079946654
991	2.07951814
992	2.079006822
993	2.078624167
994	2.078094464
995	2.077630641
996	2.076792001
997	2.076566376
998	2.075956225
999	2.075602426
