iter	Passed	Remaining
310	586	1298
311	587	1296
312	589	1293
313	591	1291
314	592	1288
315	594	1286
316	595	1283
317	597	1281
318	599	1279
319	600	1277
320	602	1274
321	604	1272
322	605	1269
323	607	1267
324	609	1265
325	610	1263
326	612	1260
327	614	1258
328	615	1256
329	617	1254
330	619	1252
331	621	1249
332	622	1247
333	624	1245
334	626	1243
335	627	1240
336	629	1238
337	631	1236
338	632	1233
339	634	1231
340	636	1229
341	638	1227
342	639	1225
343	641	1223
344	643	1221
345	645	1219
346	646	1216
347	648	1214
348	649	1212
349	651	1210
350	653	1207
351	654	1205
352	656	1203
353	658	1201
354	660	1199
355	661	1197
356	663	1195
357	665	1193
358	667	1191
359	668	1188
360	670	1186
361	671	1183
362	673	1181
363	675	1179
364	676	1177
365	678	1175
366	680	1172
367	681	1170
368	683	1168
369	685	1166
370	686	1164
371	688	1162
372	690	1160
373	692	1158
374	693	1156
375	695	1153
376	696	1151
377	698	1149
378	700	1147
379	701	1145
380	703	1143
381	705	1141
382	707	1139
383	708	1136
384	710	1134
385	712	1132
386	713	1130
387	715	1127
388	716	1125
389	718	1123
390	720	1121
391	721	1119
392	723	1117
393	725	1115
394	726	1113
395	728	1111
396	730	1109
397	731	1107
398	733	1104
399	735	1103
400	737	1101
401	738	1099
402	741	1098
403	743	1096
404	744	1094
405	746	1092
406	748	1089
407	749	1087
408	751	1085
409	753	1083
410	754	1081
411	756	1079
412	757	1077
413	759	1075
414	761	1073
415	762	1070
416	764	1068
417	766	1066
418	768	1064
419	769	1062
420	771	1060
421	773	1058
422	774	1056
423	776	1054
424	778	1052
425	779	1050
426	781	1048
427	783	1046
428	784	1044
429	786	1042
430	787	1040
431	789	1038
432	791	1036
433	792	1033
434	794	1031
435	796	1029
436	797	1027
437	799	1025
438	800	1023
439	802	1021
440	804	1019
441	805	1017
442	807	1015
443	809	1013
444	810	1011
445	812	1009
446	814	1007
447	816	1005
448	817	1003
449	819	1001
450	820	999
451	822	997
452	824	995
453	826	993
454	827	991
455	829	989
456	831	987
457	832	985
458	834	983
459	835	981
460	837	979
461	839	977
462	840	975
463	842	973
464	844	971
465	846	969
466	847	967
467	849	965
468	851	963
469	852	961
470	854	959
471	855	957
472	857	955
473	859	953
474	860	951
475	862	949
476	864	947
477	865	945
478	867	943
479	869	941
480	870	939
481	872	937
482	874	935
483	875	933
484	877	931
485	879	930
486	880	927
487	882	926
488	884	924
489	885	922
490	887	920
491	889	918
492	890	916
493	892	914
494	894	912
495	896	910
496	897	908
497	899	906
498	900	904
499	902	902
500	904	900
501	906	899
502	908	897
503	909	895
504	911	893
505	913	891
506	914	889
507	916	887
508	918	885
509	919	883
510	921	881
511	923	879
512	924	878
513	926	876
514	928	874
515	930	872
516	931	870
517	933	868
518	935	866
519	936	864
520	938	862
521	940	860
522	941	859
523	943	857
524	945	855
525	946	853
526	948	851
527	949	849
528	951	847
529	953	845
530	955	843
531	956	841
532	958	839
533	959	837
534	961	835
535	963	833
536	964	831
537	966	829
538	968	828
539	969	826
540	971	824
541	973	822
542	974	820
543	976	818
544	978	816
545	979	814
546	981	812
547	983	810
548	984	808
549	986	807
550	988	805
551	989	803
552	991	801
553	992	799
554	994	797
555	996	795
556	997	793
557	999	791
558	1001	789
559	1003	788
560	1005	786
561	1006	784
562	1008	782
563	1010	780
564	1012	779
565	1013	777
566	1015	775
567	1016	773
568	1018	771
569	1020	769
570	1021	767
571	1023	765
572	1025	763
573	1026	762
574	1028	760
575	1030	758
576	1032	756
577	1033	754
578	1035	752
579	1037	750
580	1038	749
581	1040	747
582	1042	745
583	1043	743
584	1045	741
585	1047	739
586	1048	738
587	1050	736
588	1052	734
589	1053	732
590	1055	730
591	1057	728
592	1059	726
593	1060	725
594	1062	723
595	1064	721
596	1066	719
597	1067	717
598	1069	715
599	1071	714
600	1073	712
601	1074	710
602	1076	708
603	1078	706
604	1080	705
605	1082	703
606	1084	702
607	1086	700
608	1087	698
609	1089	696
610	1091	694
611	1093	693
612	1094	691
613	1096	689
614	1098	687
615	1100	685
616	1101	683
617	1103	682
618	1105	680
619	1106	678
620	1108	676
621	1109	674
622	1111	672
623	1113	670
624	1114	668
625	1116	667
626	1118	665
627	1120	663
628	1122	661
629	1123	660
630	1125	658
631	1127	656
632	1128	654
633	1130	652
634	1132	651
635	1134	649
636	1135	647
637	1137	645
638	1139	643
639	1141	641
640	1142	639
641	1144	638
642	1146	636
643	1147	634
644	1149	632
645	1151	630
646	1153	629
647	1154	627
648	1156	625
649	1158	623
650	1159	621
651	1161	619
652	1163	618
653	1164	616
654	1166	614
655	1168	612
656	1170	610
657	1171	609
658	1173	607
659	1175	605
660	1177	603
661	1179	601
662	1180	600
663	1182	598
664	1183	596
665	1185	594
666	1187	592
667	1188	590
668	1190	588
669	1191	587
670	1193	585
671	1195	583
672	1197	581
673	1198	579
674	1200	577
675	1202	576
676	1203	574
677	1205	572
678	1207	570
679	1208	568
680	1210	567
681	1212	565
682	1214	563
683	1216	561
684	1217	559
685	1219	558
686	1220	556
687	1222	554
688	1224	552
689	1226	551
690	1228	549
691	1229	547
692	1231	545
693	1233	543
694	1235	542
695	1236	540
696	1238	538
697	1240	536
698	1242	534
699	1243	533
700	1245	531
701	1247	529
702	1248	527
703	1250	525
704	1252	524
705	1254	522
706	1255	520
707	1257	518
708	1259	516
709	1261	515
710	1262	513
711	1264	511
712	1266	509
713	1268	507
714	1269	506
715	1271	504
716	1273	502
717	1275	500
718	1276	499
719	1278	497
720	1280	495
721	1282	493
722	1284	491
723	1285	490
724	1287	488
725	1289	486
726	1290	484
727	1292	483
728	1294	481
729	1296	479
730	1297	477
731	1299	475
732	1301	474
733	1303	472
734	1304	470
735	1306	468
736	1308	466
737	1310	465
738	1311	463
739	1313	461
740	1315	459
741	1316	457
742	1318	455
743	1319	454
744	1321	452
745	1323	450
746	1324	448
747	1326	446
748	1328	445
749	1330	443
750	1331	441
751	1333	439
752	1335	438
753	1337	436
754	1338	434
755	1340	432
756	1342	430
757	1343	429
758	1345	427
759	1347	425
760	1348	423
761	1350	421
762	1352	419
763	1353	418
764	1355	416
765	1357	414
766	1358	412
767	1360	410
768	1361	409
769	1363	407
770	1365	405
771	1367	403
772	1368	401
773	1370	400
774	1372	398
775	1373	396
776	1375	394
777	1377	392
778	1378	391
779	1380	389
780	1382	387
781	1384	385
782	1385	384
783	1387	382
784	1389	380
785	1390	378
786	1392	376
787	1394	375
788	1396	373
789	1397	371
790	1399	369
791	1401	367
792	1402	366
793	1404	364
794	1406	362
795	1407	360
796	1409	359
797	1411	357
798	1412	355
799	1414	353
800	1416	351
801	1417	350
802	1419	348
803	1421	346
804	1422	344
805	1424	342
806	1425	341
807	1427	339
808	1429	337
809	1431	335
810	1432	333
811	1434	332
812	1436	330
813	1437	328
814	1439	326
815	1441	324
816	1442	323
817	1444	321
818	1446	319
819	1447	317
820	1449	316
821	1451	314
822	1452	312
823	1454	310
824	1456	308
825	1457	307
826	1459	305
827	1460	303
828	1462	301
829	1464	299
830	1465	298
831	1467	296
832	1469	294
833	1470	292
834	1472	290
835	1473	289
836	1475	287
837	1477	285
838	1478	283
839	1480	281
840	1482	280
841	1483	278
842	1485	276
843	1486	274
844	1488	273
845	1490	271
846	1492	269
847	1493	267
848	1495	265
849	1497	264
850	1498	262
851	1500	260
852	1502	258
853	1503	257
854	1505	255
855	1506	253
856	1508	251
857	1509	249
858	1511	248
859	1513	246
860	1514	244
861	1516	242
862	1518	241
863	1519	239
864	1521	237
865	1523	235
866	1524	233
867	1526	232
868	1528	230
869	1529	228
870	1531	226
871	1533	225
872	1534	223
873	1536	221
874	1537	219
875	1539	217
876	1541	216
877	1542	214
878	1544	212
879	1546	210
880	1548	209
881	1549	207
882	1551	205
883	1552	203
884	1554	202
885	1556	200
886	1557	198
887	1559	196
888	1561	194
889	1563	193
890	1564	191
891	1566	189
892	1567	187
893	1569	186
894	1570	184
895	1572	182
896	1574	180
897	1576	179
898	1577	177
899	1579	175
900	1581	173
901	1583	172
902	1584	170
903	1586	168
904	1588	166
905	1589	164
906	1591	163
907	1593	161
908	1595	159
909	1596	157
910	1598	156
911	1600	154
912	1602	152
913	1603	150
914	1605	149
915	1607	147
916	1608	145
917	1610	143
918	1612	142
919	1614	140
920	1615	138
921	1617	136
922	1619	135
923	1621	133
924	1622	131
925	1624	129
926	1626	128
927	1627	126
928	1629	124
929	1631	122
930	1632	121
931	1634	119
932	1636	117
933	1637	115
934	1639	113
935	1641	112
936	1642	110
937	1644	108
938	1646	106
939	1647	105
940	1649	103
941	1651	101
942	1652	99
943	1654	98
944	1656	96
945	1657	94
946	1659	92
947	1661	91
948	1662	89
949	1664	87
950	1666	85
951	1667	84
952	1669	82
953	1671	80
954	1673	78
955	1674	77
956	1676	75
957	1678	73
958	1679	71
959	1681	70
960	1683	68
961	1686	66
962	1687	64
963	1689	63
964	1690	61
965	1692	59
966	1694	57
967	1695	56
968	1697	54
969	1699	52
970	1700	50
971	1702	49
972	1704	47
973	1705	45
974	1707	43
975	1708	42
976	1710	40
977	1711	38
978	1713	36
979	1715	35
980	1717	33
981	1719	31
982	1720	29
983	1722	28
984	1724	26
985	1725	24
986	1727	22
987	1729	21
988	1730	19
989	1732	17
990	1733	15
991	1735	13
992	1737	12
993	1738	10
994	1740	8
995	1742	6
996	1743	5
997	1745	3
998	1747	1
999	1748	0
